id,current_amount
0,15.774323064738416
1,13.827546804949304
2,13.321618577065234
3,14.054785960537526
4,12.848535100565062
5,12.855498741362535
6,12.772453571818868
7,13.212403866449879
8,12.786578769625686
9,14.197904034842196
10,13.743437259204176
11,12.370833012903665
12,14.624778527902942
13,12.8589053340507
14,11.337936834130758
15,12.528551733537904
16,11.986338054458093
17,13.586877849438727
18,13.195490441263065
19,13.191188925580565
20,14.364091504161257
21,12.549464626707621
22,12.148694646562651
23,11.998849548947266
24,13.801600078806365
25,12.046884727047765
26,13.654913097416316
27,11.727466563179883
28,13.161206725714635
29,12.098676090744942
30,14.220813734710834
31,12.281598059932893
32,13.228230168957703
33,12.452738495842857
34,12.449481307400287
35,15.329729758550567
36,14.351573515111578
37,11.661469522161083
38,15.757652413751327
39,14.00122761627729
40,13.37731623173237
41,13.522273482816962
42,12.959790260601185
43,13.267467138927833
44,15.09361800313095
45,13.238827169171921
46,13.633108317144377
47,12.16803446454299
48,15.891603968926114
49,13.37848886389244
50,13.672901176420115
51,13.235108200539196
52,14.367454451019617
53,13.331719317350164
54,12.554481936732902
55,12.460145461251994
56,13.988152817125444
57,14.272419954421792
58,12.975105301266604
59,11.95827013374419
60,12.162584818443216
61,14.557277855624168
62,12.762693478679864
63,15.212981920105639
64,13.467493478265386
65,12.20358154515667
66,12.623261509634162
67,14.771881660592356
68,13.870845617641123
69,13.468338363689071
70,13.186873717483971
71,13.179387373074732
72,13.36717451710408
73,13.413201886490796
74,14.060793543041395
75,13.342250789025021
76,13.095339425329758
77,14.583940940725203
78,13.720201653719352
79,14.467872848428678
80,13.29370930128519
81,12.602154085313785
82,12.639122020082292
83,12.961075165121954
84,12.689696350750944
85,11.7748838598198
86,12.845341311534517
87,13.01915789360946
88,12.879332833845217
89,14.667222120690582
90,13.37195247068556
91,13.864386516004407
92,13.468966898877913
93,12.735516892625387
94,12.708616050073532
95,12.516709925607307
96,14.883566129880403
97,13.552614736030836
