id,current_amount
0,11.817225220606172
1,12.025561735905875
2,13.270709441263696
3,12.086535955575215
4,11.241386416587519
5,14.14501686891855
6,12.104199478860703
7,12.70745397202396
8,14.091865195435819
9,14.36474934945358
10,13.997313626880592
11,12.082879154673394
12,10.99767286517434
13,16.08961422230095
14,13.5443091752476
15,14.204904983928557
16,14.705029440818597
17,13.948504262783308
18,13.455020495961074
19,13.183957348510944
20,13.277068495791235
21,14.969535381095152
22,12.992394545515339
23,13.580532065502615
24,13.803666963777584
25,11.455948445871533
26,13.793332205368994
27,12.243797116239062
28,14.019179560522492
29,13.411951566843374
30,14.151976117477144
31,12.404141872373879
32,12.790021817434996
33,12.219589055369564
34,13.910723262850443
35,11.546026981296269
36,14.159101864395073
37,11.670910408864097
38,11.47965019828631
39,11.73032522639328
40,12.387675232636422
41,12.254017433972518
42,12.852814782438164
43,11.973548234913062
44,14.720364123274948
45,14.205792579406971
46,12.221760753551902
47,12.94777894818005
48,15.265595942575322
49,12.977824561332815
50,14.588836481348688
51,12.30299318961463
52,12.87532400654904
53,14.987299738350165
54,12.00107133219704
55,12.009094852447934
56,12.303537912145867
57,12.8621817964375
58,10.853008491462491
59,10.29491402194284
60,12.53603874033999
61,14.768426014739372
62,13.124968424428932
63,14.571986796834778
64,13.70337717196097
65,13.179061878285797
66,14.103245011246964
67,13.884292474732638
68,12.743481989789519
69,15.025100748352866
70,14.272472327522076
71,15.952066650547536
72,12.930630925523593
73,13.294792007970216
74,14.042999320796241
75,12.515914966385825
76,13.584574083410597
77,15.996963464691987
78,13.277456149972286
79,13.746756546780418
80,12.6791592241345
81,13.23611042769014
82,14.95572075841034
83,12.219036666615143
84,14.106214204326093
85,12.29255867755179
86,13.170635021850151
87,14.204417743783097
88,14.527073810138939
89,15.328794959412567
90,12.554690619527355
91,12.239195056660924
92,14.178825520944107
93,13.426149521178075
94,13.183805893233876
95,11.05500355179581
96,12.858554266468417
97,14.958533669065549
98,14.011765177397015
99,14.012400324435168
100,14.274835582339065
101,14.131206456483568
102,11.003539598523222
