id,current_amount
0,15.830242776591382
1,13.64683414757584
2,13.236623631302535
3,14.237170132445177
4,12.756048465434112
5,12.834683646847125
6,12.69330941203611
7,13.386500163165158
8,12.780972928165905
9,14.180667780692124
10,13.762287799705424
11,12.225404311410148
12,14.88734943438815
13,12.876667259839005
14,11.538269821692955
15,12.526276159426223
16,12.118140248641627
17,13.729330149251757
18,13.111614740523427
19,13.077049690828408
20,14.62251096297697
21,12.671775612823328
22,11.769177886612653
23,11.983343421508618
24,13.850886752521074
25,12.034446836485483
26,13.496202920719247
27,11.641072189368234
28,13.187830963799016
29,11.795863324078557
30,13.98183491800305
31,12.538597703486834
32,13.453175077183971
33,12.45943246361762
34,12.453124240295157
35,15.32265761561346
36,14.44267582890107
37,11.47077676847874
38,15.947337760943475
39,13.980394213864884
40,13.626008166764498
41,13.559346588401521
42,12.896202766104576
43,13.407625672789255
44,14.835825174163395
45,13.125789465803638
46,13.858119213411655
47,12.218631962848093
48,16.108569815647193
49,13.15371823924113
50,13.68203183082438
51,13.036999283337746
52,14.34853060022439
53,13.466146584551646
54,12.508605651105283
55,12.540171639016668
56,14.185244467600702
57,14.28715120120801
58,13.244762220382665
59,12.22259806422882
60,12.27507197948691
61,14.347849568091988
62,12.684449328615163
63,15.077098544791884
64,13.408282509982257
65,12.20089486573935
66,12.759403536584816
67,14.464701853859918
68,13.976125200065374
69,13.338692557066356
70,13.193100506269555
71,13.09558180790086
72,13.560860765260207
73,13.396972614750467
74,14.072664115490971
75,13.317628042492595
76,13.099015776146862
77,14.480165784802026
78,13.844460401627487
79,14.754780258773147
80,13.104868225889012
81,12.64915032599128
82,12.684534386871471
83,12.938829339875104
84,12.600976083300223
85,11.712349368231653
86,12.890444618798739
87,12.987944258277627
88,13.118560118617996
89,14.410661482184892
90,13.313250768642842
91,13.937542988761752
92,13.52721867726064
93,12.700992285951854
94,12.59363883226477
95,12.440224912554152
96,14.701649760321036
97,13.54651994963766
