id,success_prob
0,0.288995859961593
1,0.651547992413882
2,0.12237780204074963
3,0.6557161857044536
4,0.6271423443239439
5,0.4937388224292132
6,0.4759969196159761
7,0.5295599008922562
8,0.2166525654890888
9,0.6740829737590708
10,0.6088568135212383
11,0.24084228201529312
12,0.7846705785052069
13,0.3798564829689359
14,0.4003802105685489
15,0.3942917995623795
16,0.4183484128255971
17,0.7627704516782596
18,0.7808870817691542
19,0.5664057062320855
20,0.697611047429169
21,0.7295062084936224
22,0.11997352109241535
23,0.7484195249529513
24,0.7177549609760714
25,0.49572358821547285
26,0.7240408758948738
27,0.8462953510024
28,0.6076650021324425
29,0.6720706193140107
30,0.3850625024289745
31,0.583042491733476
32,0.5688748829225542
33,0.18455584543056053
34,0.4905898988516693
35,0.2049854322706432
36,0.22851339033554896
37,0.7219301497173106
38,0.2848372736290989
39,0.7969586514626391
40,0.32360696224009206
41,0.6322634731846571
42,0.5693082921544469
43,0.6356158735783195
44,0.45572345821646165
45,0.3675572778432803
46,0.12890857098631608
47,0.5202619414031615
48,0.40836778952043334
49,0.32479539615374753
50,0.2304485519794325
51,0.42978642463181205
52,0.5421767569951044
53,0.2424670313888182
54,0.5335028671157609
55,0.38922815568143465
56,0.24565339054789237
57,0.5389122055904124
58,0.45135622046816487
59,0.6278050484768254
60,0.5242633717127413
61,0.24529676184586457
62,0.46476267116876435
63,0.5731443944658225
64,0.3222139175143039
65,0.1526589672197058
66,0.5045098802554473
67,0.5167651688388741
68,0.37239078214652155
69,0.6325356693102456
70,0.5847749488316842
71,0.3302517189429176
72,0.3494174604770314
73,0.5096928022756244
74,0.3762766505577665
75,0.782629211060611
76,0.4350068568166462
77,0.35056611335774296
78,0.6023214099039673
79,0.5508308305610977
80,0.6676758473178734
81,0.39204963296762196
82,0.7797632910258827
83,0.4388305259782155
84,0.3200720383003681
85,0.7426950270369309
86,0.611766151792136
87,0.13052717540157002
88,0.5617560115463427
89,0.48072510066919216
90,0.6799021737006139
91,0.3237540156213433
92,0.30044559506514146
93,0.5051098835334963
94,0.47514906271839913
95,0.4212621413584953
96,0.7702504284372123
97,0.6311115773483615
98,0.1828364522489308
