id,current_amount
0,15.692875337701258
1,13.800851762172249
2,13.490345006190699
3,14.145765579551243
4,12.698005994639768
5,12.903426929869477
6,12.901321382795885
7,13.139695494497644
8,12.785480316297855
9,13.963720797362788
10,13.955745190280007
11,12.184257597938469
12,14.941808548577708
13,13.041889048736504
14,11.1131913061725
15,12.516012341103053
16,12.052294850506666
17,13.538782805278254
18,13.306922274126487
19,13.232243731741638
20,14.531464630394694
21,12.696465912117311
22,11.989320225894932
23,11.937215217243876
24,13.585445288262838
25,12.239771047695408
26,13.586139101958498
27,11.661136431687288
28,13.312335059557991
29,12.01647917505225
30,13.918726043858385
31,12.837272972176459
32,13.14895696609906
33,12.584192295414402
34,12.500502365940722
35,15.431500783761788
36,14.543572588260622
37,11.858295376453418
38,15.94275189071928
39,14.082366305760441
40,13.512473644094566
41,13.671970232197959
42,12.777179102246354
43,13.480831038275236
44,14.69856096535275
45,12.994149250014198
46,13.718600781485563
47,12.396794796397884
48,15.957322620363282
49,13.318918590713597
50,13.451087423430627
51,13.073718146823959
52,14.580460418687641
53,13.32458421194661
54,12.596814710104656
55,12.360316473636821
56,14.23120372785186
57,14.345238251316184
58,13.13472476528871
59,12.040257770698684
60,12.15057984885595
61,14.418852174044787
62,12.781487911685923
63,15.257464465119824
64,13.33271999686544
65,12.182277430472277
66,12.708291340574311
67,14.639291346667505
68,13.768317138513567
69,13.484993937719016
70,13.311241349615496
71,13.079900317579899
72,13.597972452673655
73,13.502050224458952
74,14.097824226680874
75,13.23627737894839
76,12.927065476722834
77,14.585967408326075
78,13.620794854954818
79,14.6804101137971
80,13.170860660357897
81,12.782804299663841
82,12.821375022430033
83,12.96053996983218
84,12.431003983749974
85,11.969681855824831
86,12.781312392583674
87,13.215910135244656
88,13.177000381406236
89,14.74483363329619
90,13.132572156039814
91,13.93092232938499
92,13.356385044855012
93,12.683333959125463
94,12.566643868310548
95,12.560349560706356
96,14.580470868690863
97,13.382317834880041
