id,current_amount
0,15.609920694550008
1,13.788254760723655
2,13.332735383704005
3,14.02918002774469
4,12.761857449114189
5,12.829935079900178
6,12.76781668366424
7,13.255547571137452
8,12.7449870794932
9,14.120584182688324
10,13.70124959078917
11,12.366461839561925
12,14.617851284406367
13,12.879658495162872
14,11.35154003780153
15,12.585924071487408
16,12.033726960088341
17,13.570805509224618
18,13.239608615927505
19,13.121420338777238
20,14.434187000776793
21,12.669738760300868
22,12.266527968614561
23,12.097604641578899
24,13.530220502737913
25,12.103622191207702
26,13.58677960869866
27,11.848491907082487
28,13.245744239538288
29,12.177172649032759
30,14.050833311312832
31,12.474074343360238
32,13.17791868343539
33,12.543876723546182
34,12.476426209904023
35,15.326346638978084
36,14.258792686717237
37,11.70864503662985
38,15.577723829048477
39,13.958750465291464
40,13.358670375377745
41,13.439810601994257
42,13.028331048710175
43,13.301450816011547
44,14.994080352892988
45,13.128644251495928
46,13.607046966677661
47,12.232630488300714
48,15.763967381240764
49,13.398162318215489
50,13.619792336774822
51,13.20221330279116
52,14.34542587812344
53,13.326570048640855
54,12.567964719990874
55,12.450169475672908
56,13.993649912441409
57,14.311296332671867
58,12.92435984472965
59,12.045657082194882
60,12.204966219840326
61,14.542068747867399
62,12.738000778944311
63,15.13919878805458
64,13.48019685332385
65,12.253527282800656
66,12.693829478747798
67,14.699405564198841
68,13.681435196022719
69,13.62522585731889
70,13.187245327500339
71,13.124203076642337
72,13.300890259629861
73,13.351459081195415
74,14.11081891018947
75,13.212293951099104
76,13.084248102870603
77,14.588371604901056
78,13.832077677764422
79,14.450617954439583
80,13.201656812119433
81,12.671411728986198
82,12.717530964458051
83,12.843222792140242
84,12.66556724456693
85,11.824979506060995
86,12.81820137115491
87,12.924504164998122
88,13.17135043364569
89,14.541112395524626
90,13.383347265183994
91,13.768807943872932
92,13.537752055406235
93,12.837437597516328
94,12.725282776687601
95,12.59882157646202
96,14.921038540552127
97,13.503317400427292
