id,current_amount
0,423538.0857873607
1,2665853.6983983554
2,1436652.817512658
3,177269.02742685153
4,3092565.851395961
5,1124671.4649353113
6,1921937.6086077392
7,410051.1718108532
8,4919375.9511936745
9,1524035.5533054587
10,1049528.4825491786
11,1687813.7463596947
12,1135910.6798847734
13,5248171.889670793
14,3419885.0277350144
15,1267181.9522811645
16,6590217.881088842
17,4498680.610459166
18,501117.75083255273
19,671411.6161806608
20,1808138.7661977843
21,2766923.382758206
22,3251634.2393658147
23,374801.0005498597
24,3565697.7961169584
25,516282.54704605823
26,1380105.1994342254
27,486865.84978630644
28,1457702.7604459315
29,1434810.4617174012
30,397921.83840488165
31,-574046.8374149681
32,1028874.5286522738
33,2095752.0598087315
34,3499489.8417971805
35,963599.3248049328
36,-55566.619771889586
37,341847.86117589066
38,300174.2047194854
39,259046.88546933414
40,2133966.429716644
41,303585.15822167986
42,755427.4682534572
43,4578895.2316765
44,12887179.123221058
45,1737956.9364275031
46,195897.4554590803
47,706829.4004048819
48,3554847.5279916376
49,3485692.8384579867
50,3182721.2242585756
51,739543.4804877418
52,3834870.1288411855
53,7678719.358230812
54,1309194.075213647
55,-588034.5563997927
56,1269157.9583841336
57,1878180.3706450604
58,947482.2308928014
59,129992.61647934912
60,797221.0043264283
61,1211793.928500279
62,416324.79216298263
63,1987464.505863274
64,2528625.691063513
65,2711527.4668570235
66,2883435.6240617954
67,847310.302256866
68,924770.3746131565
69,2945959.120893226
70,4617566.189829321
71,5318249.458011459
72,2461826.71884706
73,2766881.4820262063
74,1822003.6044231958
75,1654608.6682272858
76,487716.8466187082
77,6156569.9096322125
78,357782.2346052973
79,1758231.9910496287
80,1397348.8454778814
81,716069.1332273962
82,2146409.896446935
83,1852029.786114379
84,3500581.403762596
85,1171474.1430832706
86,410598.3201954455
87,2995215.095688465
88,6059109.895948557
89,3620023.1920460016
90,1107732.2996099046
91,1461761.7904915893
92,1579790.8716712086
93,1519478.7499352645
94,1287016.6140301412
95,-63165.303272978446
96,1370043.5850872316
97,3775203.4221981107
98,1507197.6590003516
99,2156741.1240639943
100,5112990.959724618
101,925130.9261825234
102,559248.0968598555
