id,current_amount
0,13.493042768713874
1,15.183670635796839
2,14.274398520320076
3,14.717334152042223
4,13.285616287044613
5,0.1563889251407902
6,15.874725069712985
7,-0.1568050365740207
8,14.311880924637748
9,12.730917062140591
10,13.680060731574041
11,14.45438441845862
12,11.684095394053484
13,15.231375201970959
14,0.026333304395119973
15,13.70996583853121
16,15.636756935697155
17,13.73463193093097
18,13.02801892426309
19,-0.05768619430505312
20,15.56883286617799
21,14.721511510135565
22,12.622983753707441
23,12.372270884558697
24,-0.16314889624587398
25,0.7269895049816907
26,0.2739158748833086
27,15.90506320990485
28,11.304243719290096
29,13.361779994553183
30,11.570253790238302
31,13.704078025901008
32,13.597203678691278
33,14.156336329237257
34,13.727019050742962
35,15.912018104253912
36,14.047645616685964
37,15.480650430137834
38,12.38606695337408
39,11.822194222332163
40,11.196605540688989
41,11.04674898386236
42,11.176246473637887
43,13.694771595805799
44,13.327967305859477
45,13.082531553569458
46,14.331678174550783
47,15.353125677039614
48,13.184044370032828
49,11.486186556871305
50,14.313510142805086
51,12.315048898820532
52,13.48700088828158
53,14.216036120846288
54,-0.12920292865058375
55,13.84793600861541
56,12.292882796793311
57,14.690335169182328
58,12.050038597501173
59,10.785130603530835
60,12.817652444670852
61,11.979299303594829
62,14.403324634255915
63,14.655306514009151
64,12.07436844077948
65,12.811436967870538
66,0.004467114389274969
67,11.98934533820405
68,13.448725510717816
69,13.393234983762778
70,13.055867173443573
71,12.88885698487868
72,15.913498646893093
73,13.892474570934244
74,12.218300890144963
75,12.318595823503681
76,15.295576952993528
77,14.01238342671248
78,15.491698152354399
79,14.01296133286085
80,0.044465278098869666
81,-0.06896884224301615
82,14.184196011110632
83,15.57388944394591
84,12.2638987418933
85,0.39264838447139955
86,15.427882006463182
87,11.694444673628997
88,14.213524497093863
89,13.451151718481404
90,12.790776345966014
91,12.369582006614355
92,13.574971224623406
93,11.312544758702183
94,14.38610308912825
95,12.177253088150582
96,11.362615983611352
97,12.790581398588618
98,0.847850653297096
99,10.246686149574293
100,12.828742145735367
101,13.729861816071553
102,12.947319036829375
103,12.957272895760928
104,13.365635943738857
105,14.888321280924899
106,12.43398656161374
107,12.558814039356513
108,12.14878007851602
109,0.06645903427588191
110,14.309297040941413
111,12.733263834168044
112,0.2316500436515132
113,13.774764531291988
114,0.10613536534757051
115,13.451815796612356
116,12.747415303771858
