id,current_amount
0,15.662464529783907
1,14.044337582809371
2,13.373141378885624
3,13.97772583211036
4,13.038658483559917
5,12.712890377312245
6,12.666468434810556
7,12.855100027114428
8,12.627539132525431
9,14.073761638533204
10,14.205088480139278
11,12.576258839868274
12,14.819716780962228
13,13.47402330230025
14,11.407306965186894
15,12.223679501592164
16,12.150627244218265
17,13.72531003761255
18,13.793479644137406
19,13.388119615713682
20,14.39584395795174
21,12.627361175542692
22,12.333316959060483
23,11.866659453692879
24,13.798047075650109
25,12.009177750341035
26,13.764446978195881
27,11.60913264725345
28,13.197893931720603
29,11.976275671612509
30,14.311759663625153
31,12.189809499338484
32,13.541838742174727
33,12.305679641704401
34,12.64545356646832
35,14.939990097781052
36,14.839576446251305
37,11.601936549466737
38,15.55555612769164
39,14.032648480324394
40,13.270613010651143
41,13.385191623764353
42,12.608213312689372
43,13.225588225561657
44,15.307034096076354
45,13.57645644048238
46,13.444069444650385
47,12.027135959678997
48,15.78488628615472
49,13.364930830830687
50,13.583671871718318
51,13.332323082459268
52,14.56353312616027
53,13.556920135868637
54,12.332190087940452
55,12.51302557705655
56,14.635456611320851
57,14.23663736661346
58,12.982017551023398
59,12.497184466137657
60,12.09958211449171
61,14.523770778974523
62,12.73705433188818
63,14.966218972439032
64,13.818486246452704
65,11.939951968060694
66,12.054859124580315
67,14.49530431267566
68,13.972766871256116
69,13.423107955425873
70,13.064255562029501
71,13.25657978181476
72,13.46572150778944
73,13.648686971863626
74,14.469828835635985
75,13.43724829286767
76,13.130874933840957
77,14.711615547510672
78,13.746255964060737
79,14.753331569025438
80,13.387416699318297
81,12.417350213926635
82,12.874623277005657
83,12.888257534906373
84,12.322830423504648
85,11.473355084968892
86,12.553479150435715
87,12.71591909222228
88,12.687154948257984
89,14.593147826894935
90,13.317531212009845
91,13.886546173604014
92,13.412241411841057
93,12.709848422918494
94,12.84156723639702
95,12.281928293343007
96,15.216147968062634
97,13.253892459369462
