id,current_amount
0,15.903950509452358
1,13.767808673742383
2,13.173763565123432
3,14.047705595856929
4,12.806590879245451
5,12.790125697358132
6,12.697765127563567
7,13.293868365782112
8,12.829891447446617
9,14.133668628989943
10,13.89040997389581
11,12.207450305737769
12,14.876665658100308
13,12.914657549943138
14,11.431847221336486
15,12.49471806068205
16,11.955824154808754
17,13.73498227715173
18,13.084670677451282
19,13.188475841262242
20,14.604760673333837
21,12.672998765310394
22,11.964740505147885
23,11.8382318974466
24,13.689884490826866
25,12.112130607767838
26,13.701779800151659
27,11.621114884506015
28,13.148198518169007
29,11.790954538502872
30,13.827842399635013
31,12.594380602834859
32,13.418959733249148
33,12.510900439144311
34,12.541714661776146
35,15.232219056073438
36,14.498035684317575
37,11.4890253849843
38,15.986144147286831
39,13.914675118095918
40,13.477074839909662
41,13.573912359847478
42,12.818937373877088
43,13.242659102870073
44,14.752615281681646
45,13.120804614004584
46,13.765909796458413
47,12.172134921141456
48,16.016708831397548
49,13.273489358300107
50,13.643647677567225
51,12.986229201839427
52,14.409175530397476
53,13.36456299695951
54,12.62181247566462
55,12.628297595032576
56,14.109179301752937
57,14.393636737472033
58,13.171444254635825
59,12.430838570534776
60,12.319942023370754
61,14.27423908930906
62,12.680938013703766
63,14.97469443659081
64,13.391184021836157
65,12.148950587120561
66,12.601855785579179
67,14.484189294649884
68,13.775894282746776
69,13.237457971081081
70,13.1075774154084
71,13.109050739489167
72,13.599448804838266
73,13.379712579944684
74,14.107666355824852
75,13.327013459273127
76,13.175645938508314
77,14.441459667505253
78,13.748471195658661
79,14.695005812903005
80,13.179104410567927
81,12.62556964516035
82,12.783106326997292
83,12.877875796629237
84,12.735001423479872
85,11.725115697890223
86,12.886072994905714
87,12.881669908858267
88,13.211493118716149
89,14.456022082329785
90,13.34631887644773
91,13.825872186238612
92,13.386146828204772
93,12.565994818621231
94,12.636770028130915
95,12.486248910978563
96,14.809613348959243
97,13.55152324389347
