id,current_amount
0,14582551.25164268
1,1669936.6618685124
2,1348175.7258725232
3,4113260.196085719
4,1328959.7389942876
5,1101310.7552828437
6,1454527.6442557676
7,1161034.1899480228
8,1349540.6461113584
9,1728005.0953289971
10,2341505.911375218
11,1072898.7519595395
12,5236900.401010044
13,1307974.73686232
14,123853.67103093016
15,1053792.1084513962
16,1027114.9481024515
17,1621965.7012467384
18,1602059.8084547631
19,1272403.234640098
20,3401328.540104136
21,1271140.6416853857
22,1356661.6979354247
23,725967.9032088476
24,1681371.970598635
25,1318035.0901108766
26,2819110.9897707286
27,1129378.123379038
28,1430703.0485776484
29,850427.4168032974
30,963153.7056805652
31,906643.8782917988
32,1824218.0535370405
33,1470662.7091796903
34,1978447.1173089887
35,14483006.156964172
36,3167901.9447019002
37,764630.5955423301
38,14942964.323812118
39,1565502.9486835462
40,1324842.9269949514
41,1958810.6439072653
42,1433834.1163684425
43,434206.68362484017
44,3455914.9386358736
45,2421758.989419671
46,1174385.512635068
47,955758.2410561328
48,21591031.926715266
49,1449417.6812994848
50,2229103.404670327
51,1728842.842232729
52,2838828.8244620054
53,1492090.6672735042
54,809820.7054849538
55,1258475.8657399395
56,2573371.11700197
57,4253458.251230551
58,1264789.9842087673
59,1214705.3052745727
60,902935.5763187073
61,4170134.4078637986
62,884707.910637976
63,8049691.253559396
64,1666879.9462648486
65,898932.611290178
66,2031248.7673045956
67,4063103.9174305787
68,1668988.1985520248
69,2161072.77919973
70,1276515.310161217
71,1298704.0082869339
72,1195982.445331927
73,1133066.1238904542
74,2309096.563359639
75,1425535.825609483
76,1156766.2423154754
77,2892199.4734966913
78,3071155.1819982445
79,2837623.3953814423
80,1726594.7600976098
81,1547976.0993302043
82,1391062.1554070204
83,1016712.4635125713
84,1030094.9196541437
85,1171747.1399231884
86,1262662.4676717494
87,682707.1612491366
88,1132444.6973321147
89,6806019.781699702
90,1538806.1218489364
91,1428670.269644634
92,1030204.0153838282
93,843967.615174252
94,1936797.5009001729
95,691829.7234442217
96,3304556.195218139
97,1644468.7229989448
